UID,FriendlyPointNameV2,FriendlyPointNameV3,LocationTag,EquipTag,PointTag,Category,Class
PC100818B:NAE55-3/Field Bus1.DDC EB1 6-5 FX1.PAHU 6-3.SUPPLY AIR TEMP.Present Value,BB PAHU 6-3 SupplyAirTemp,BB_PAHU_6_3_SupplyAirTemp,BB,PAHU 6-3,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-3/Field Bus1.DDC EB1 6-5 FX2.PAHU 6-4.RH.Present Value,BB PAHU 6-4 Humidity,BB_PAHU_6_4_Humidity,BB,PAHU 6-4,Humidity,Airside,Analog
PC100818B:NAE55-3/Field Bus1.DDC EB1 6-5 FX2.PAHU 6-4.OFFCOIL TEMP.Present Value,BB PAHU 6-4 OffcoilTemp,BB_PAHU_6_4_OffcoilTemp,BB,PAHU 6-4,OffcoilTemp,Airside,Analog
PC100818B:NAE55-3/Field Bus1.DDC EB1 6-5 FX2.PAHU 6-4.STATUS.Present Value,BB PAHU 6-4 OnOffStatus,BB_PAHU_6_4_OnOffStatus,BB,PAHU 6-4,OnOffStatus,Airside,Binary
PC100818B:NAE55-3/Field Bus1.DDC EB1 6-5 FX2.PAHU 6-4.STATIC PRESSURE.Present Value,BB PAHU 6-4 StaticPressure,BB_PAHU_6_4_StaticPressure,BB,PAHU 6-4,StaticPressure,Airside,Analog
PC100818B:NAE55-3/Field Bus1.DDC EB1 6-5 FX2.PAHU 6-4.SUPPLY AIR TEMP.Present Value,BB PAHU 6-4 SupplyAirTemp,BB_PAHU_6_4_SupplyAirTemp,BB,PAHU 6-4,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-6 FX1.PAHU 6-5.RH.Present Value,BC PAHU 6-5 Humidity,BC_PAHU_6_5_Humidity,BC,PAHU 6-5,Humidity,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-6 FX1.PAHU 6-5.OFFCOIL TEMP.Present Value,BC PAHU 6-5 OffcoilTemp,BC_PAHU_6_5_OffcoilTemp,BC,PAHU 6-5,OffcoilTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-6 FX1.PAHU 6-5.STATUS.Present Value,BC PAHU 6-5 OnOffStatus,BC_PAHU_6_5_OnOffStatus,BC,PAHU 6-5,OnOffStatus,Airside,Binary
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-6 FX1.PAHU 6-5.STATIC PRESSURE.Present Value,BC PAHU 6-5 StaticPressure,BC_PAHU_6_5_StaticPressure,BC,PAHU 6-5,StaticPressure,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-6 FX1.PAHU 6-5.SUPPLY AIR TEMP.Present Value,BC PAHU 6-5 SupplyAirTemp,BC_PAHU_6_5_SupplyAirTemp,BC,PAHU 6-5,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-5 FX1.PAHU 6-6.RH.Present Value,BC PAHU 6-6 Humidity,BC_PAHU_6_6_Humidity,BC,PAHU 6-6,Humidity,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-5 FX1.PAHU 6-6.OFFCOIL TEMP.Present Value,BC PAHU 6-6 OffcoilTemp,BC_PAHU_6_6_OffcoilTemp,BC,PAHU 6-6,OffcoilTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-5 FX1.PAHU 6-6.STATUS.Present Value,BC PAHU 6-6 OnOffStatus,BC_PAHU_6_6_OnOffStatus,BC,PAHU 6-6,OnOffStatus,Airside,Binary
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-5 FX1.PAHU 6-6.STATIC PRESSURE.Present Value,BC PAHU 6-6 StaticPressure,BC_PAHU_6_6_StaticPressure,BC,PAHU 6-6,StaticPressure,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-5 FX1.PAHU 6-6.SUPPLY AIR TEMP.Present Value,BC PAHU 6-6 SupplyAirTemp,BC_PAHU_6_6_SupplyAirTemp,BC,PAHU 6-6,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 2-2 FX1.AHU 2-1.CO2.Present Value,BD AHU 2-1 CO2Sensor,BD_AHU_2_1_CO2Sensor,BD,AHU 2-1,CO2Sensor,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 2-2 FX1.AHU 2-1.RH.Present Value,BD AHU 2-1 Humidity,BD_AHU_2_1_Humidity,BD,AHU 2-1,Humidity,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 2-2 FX1.AHU 2-1.OFFCOIL TEMP.Present Value,BD AHU 2-1 OffcoilTemp,BD_AHU_2_1_OffcoilTemp,BD,AHU 2-1,OffcoilTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 2-2 FX1.AHU 2-1.STATUS.Present Value,BD AHU 2-1 OnOffStatus,BD_AHU_2_1_OnOffStatus,BD,AHU 2-1,OnOffStatus,Airside,Binary
PC100818B:NAE55-4/Field Bus1.DDC EB1 2-2 FX1.AHU 2-1.RETURN AIR TEMP.Present Value,BD AHU 2-1 ReturnAirTemp,BD_AHU_2_1_ReturnAirTemp,BD,AHU 2-1,ReturnAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 2-2 FX1.AHU 2-1.STATIC PRESSURE.Present Value,BD AHU 2-1 StaticPressure,BD_AHU_2_1_StaticPressure,BD,AHU 2-1,StaticPressure,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 2-2 FX1.AHU 2-1.SUPPLY AIR TEMP.Present Value,BD AHU 2-1 SupplyAirTemp,BD_AHU_2_1_SupplyAirTemp,BD,AHU 2-1,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 1-1 FX1.FCU 1-1.STATUS.Present Value,BD FCU 1-1 OnOffStatus,BD_FCU_1_1_OnOffStatus,BD,FCU 1-1,OnOffStatus,Airside,Binary
PC100818B:NAE55-4/Field Bus1.DDC EB1 1-1 FX1.FCU 1-1.RETURN AIR TEMP.Present Value,BD FCU 1-1 ReturnAirTemp,BD_FCU_1_1_ReturnAirTemp,BD,FCU 1-1,ReturnAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 1-1 FX1.FCU 1-1.STATIC PRESSURE.Present Value,BD FCU 1-1 StaticPressure,BD_FCU_1_1_StaticPressure,BD,FCU 1-1,StaticPressure,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 1-1 FX1.FCU 1-1.SUPPLY AIR TEMP.Present Value,BD FCU 1-1 SupplyAirTemp,BD_FCU_1_1_SupplyAirTemp,BD,FCU 1-1,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 1-2 FX1.FCU 1-2.STATUS.Present Value,BD FCU 1-2 OnOffStatus,BD_FCU_1_2_OnOffStatus,BD,FCU 1-2,OnOffStatus,Airside,Binary
PC100818B:NAE55-4/Field Bus1.DDC EB1 1-2 FX1.FCU 1-2.RETURN AIR TEMP.Present Value,BD FCU 1-2 ReturnAirTemp,BD_FCU_1_2_ReturnAirTemp,BD,FCU 1-2,ReturnAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 1-2 FX1.FCU 1-2.STATIC PRESSURE.Present Value,BD FCU 1-2 StaticPressure,BD_FCU_1_2_StaticPressure,BD,FCU 1-2,StaticPressure,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 1-2 FX1.FCU 1-2.SUPPLY AIR TEMP.Present Value,BD FCU 1-2 SupplyAirTemp,BD_FCU_1_2_SupplyAirTemp,BD,FCU 1-2,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 1-3 FX1.FCU 1-3.STATUS.Present Value,BD FCU 1-3 OnOffStatus,BD_FCU_1_3_OnOffStatus,BD,FCU 1-3,OnOffStatus,Airside,Binary
PC100818B:NAE55-4/Field Bus1.DDC EB1 1-3 FX1.FCU 1-3.RETURN AIR TEMP.Present Value,BD FCU 1-3 ReturnAirTemp,BD_FCU_1_3_ReturnAirTemp,BD,FCU 1-3,ReturnAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 1-3 FX1.FCU 1-3.STATIC PRESSURE.Present Value,BD FCU 1-3 StaticPressure,BD_FCU_1_3_StaticPressure,BD,FCU 1-3,StaticPressure,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 1-3 FX1.FCU 1-3.SUPPLY AIR TEMP.Present Value,BD FCU 1-3 SupplyAirTemp,BD_FCU_1_3_SupplyAirTemp,BD,FCU 1-3,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-4 FX1.PAHU 6-7.RH.Present Value,BD PAHU 6-7 Humidity,BD_PAHU_6_7_Humidity,BD,PAHU 6-7,Humidity,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-4 FX1.PAHU 6-7.OFFCOIL TEMP.Present Value,BD PAHU 6-7 OffcoilTemp,BD_PAHU_6_7_OffcoilTemp,BD,PAHU 6-7,OffcoilTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-4 FX1.PAHU 6-7.STATUS.Present Value,BD PAHU 6-7 OnOffStatus,BD_PAHU_6_7_OnOffStatus,BD,PAHU 6-7,OnOffStatus,Airside,Binary
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-4 FX1.PAHU 6-7.STATIC PRESSURE.Present Value,BD PAHU 6-7 StaticPressure,BD_PAHU_6_7_StaticPressure,BD,PAHU 6-7,StaticPressure,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-4 FX1.PAHU 6-7.SUPPLY AIR TEMP.Present Value,BD PAHU 6-7 SupplyAirTemp,BD_PAHU_6_7_SupplyAirTemp,BD,PAHU 6-7,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-2 FX1.PAHU 6-8.RH.Present Value,BD PAHU 6-8 Humidity,BD_PAHU_6_8_Humidity,BD,PAHU 6-8,Humidity,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-2 FX1.PAHU 6-8.OFFCOIL TEMP.Present Value,BD PAHU 6-8 OffcoilTemp,BD_PAHU_6_8_OffcoilTemp,BD,PAHU 6-8,OffcoilTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-2 FX1.PAHU 6-8.STATUS.Present Value,BD PAHU 6-8 OnOffStatus,BD_PAHU_6_8_OnOffStatus,BD,PAHU 6-8,OnOffStatus,Airside,Binary
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-2 FX1.PAHU 6-8.AI-5.Present Value,BD PAHU 6-8 StaticPressure,BD_PAHU_6_8_StaticPressure,BD,PAHU 6-8,StaticPressure,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-2 FX1.PAHU 6-8.SUPPLY AIR TEMP.Present Value,BD PAHU 6-8 SupplyAirTemp,BD_PAHU_6_8_SupplyAirTemp,BD,PAHU 6-8,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-3 FX1.PAHU 6-9.RH.Present Value,BD PAHU 6-9 Humidity,BD_PAHU_6_9_Humidity,BD,PAHU 6-9,Humidity,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-3 FX1.PAHU 6-9.OFFCOIL TEMP.Present Value,BD PAHU 6-9 OffcoilTemp,BD_PAHU_6_9_OffcoilTemp,BD,PAHU 6-9,OffcoilTemp,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-3 FX1.PAHU 6-9.STATUS.Present Value,BD PAHU 6-9 OnOffStatus,BD_PAHU_6_9_OnOffStatus,BD,PAHU 6-9,OnOffStatus,Airside,Binary
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-3 FX1.PAHU 6-9.STATIC PRESSURE.Present Value,BD PAHU 6-9 StaticPressure,BD_PAHU_6_9_StaticPressure,BD,PAHU 6-9,StaticPressure,Airside,Analog
PC100818B:NAE55-4/Field Bus1.DDC EB1 LR-3 FX1.PAHU 6-9.SUPPLY AIR TEMP.Present Value,BD PAHU 6-9 SupplyAirTemp,BD_PAHU_6_9_SupplyAirTemp,BD,PAHU 6-9,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-5/Field Bus1.DDC SH 1-1 FX1.PAHU SHB1.AI-2.Present Value,BH PAHU 1 Humidity,BH_PAHU_1_Humidity,BH,PAHU 1,Humidity,Airside,Analog
PC100818B:NAE55-5/Field Bus1.DDC SH 1-1 FX1.PAHU SHB1.AI-4.Present Value,BH PAHU 1 OffcoilTemp,BH_PAHU_1_OffcoilTemp,BH,PAHU 1,OffcoilTemp,Airside,Analog
PC100818B:NAE55-5/Field Bus1.DDC SH 1-1 FX1.PAHU SHB1.STATUS.Present Value,BH PAHU 1 OnOffStatus,BH_PAHU_1_OnOffStatus,BH,PAHU 1,OnOffStatus,Airside,Binary
PC100818B:NAE55-5/Field Bus1.DDC SH 1-1 FX1.PAHU SHB1.AI-3.Present Value,BH PAHU 1 StaticPressure,BH_PAHU_1_StaticPressure,BH,PAHU 1,StaticPressure,Airside,Analog
PC100818B:NAE55-5/Field Bus1.DDC SH 1-1 FX1.PAHU SHB1.SUPPLY AIR TEMP.Present Value,BH PAHU 1 SupplyAirTemp,BH_PAHU_1_SupplyAirTemp,BH,PAHU 1,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-5/Field Bus1.DDC SH 1-3 FX1.PAHU SHB2.RH.Present Value,BH PAHU 2 Humidity,BH_PAHU_2_Humidity,BH,PAHU 2,Humidity,Airside,Analog
PC100818B:NAE55-5/Field Bus1.DDC SH 1-3 FX1.PAHU SHB2.AI-3.Present Value,BH PAHU 2 OffcoilTemp,BH_PAHU_2_OffcoilTemp,BH,PAHU 2,OffcoilTemp,Airside,Analog
PC100818B:NAE55-5/Field Bus1.DDC SH 1-3 FX1.PAHU SHB2.STATUS.Present Value,BH PAHU 2 OnOffStatus,BH_PAHU_2_OnOffStatus,BH,PAHU 2,OnOffStatus,Airside,Binary
PC100818B:NAE55-5/Field Bus1.DDC SH 1-3 FX1.PAHU SHB2.AI-4.Present Value,BH PAHU 2 StaticPressure,BH_PAHU_2_StaticPressure,BH,PAHU 2,StaticPressure,Airside,Analog
PC100818B:NAE55-5/Field Bus1.DDC SH 1-3 FX1.PAHU SHB2.SUPPLY AIR TEMP.Present Value,BH PAHU 2 SupplyAirTemp,BH_PAHU_2_SupplyAirTemp,BH,PAHU 2,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-1/Field Bus1.FX4 (DDC IB1-1).PAHU IB 1-1.RH.Present Value,IB PAHU 1-1 Humidity,IB_PAHU_1_1_Humidity,IB,PAHU 1-1,Humidity,Airside,Analog
PC100818B:NAE55-1/Field Bus1.FX4 (DDC IB1-1).PAHU IB 1-1.OFFCOIL TEMP.Present Value,IB PAHU 1-1 OffcoilTemp,IB_PAHU_1_1_OffcoilTemp,IB,PAHU 1-1,OffcoilTemp,Airside,Analog
PC100818B:NAE55-1/Field Bus1.FX4 (DDC IB1-1).PAHU IB 1-1.STATUS.Present Value,IB PAHU 1-1 OnOffStatus,IB_PAHU_1_1_OnOffStatus,IB,PAHU 1-1,OnOffStatus,Airside,Binary
PC100818B:NAE55-1/Field Bus1.FX4 (DDC IB1-1).PAHU IB 1-1.STATIC AV.Present Value,IB PAHU 1-1 StaticPressure,IB_PAHU_1_1_StaticPressure,IB,PAHU 1-1,StaticPressure,Airside,Analog
PC100818B:NAE55-1/Field Bus1.FX4 (DDC IB1-1).PAHU IB 1-1.SA TEMP.Present Value,IB PAHU 1-1 SupplyAirTemp,IB_PAHU_1_1_SupplyAirTemp,IB,PAHU 1-1,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-1/Field Bus1.FX6 (DDC IB1-2).PAHU IB 1-2.RH.Present Value,IB PAHU 1-2 Humidity,IB_PAHU_1_2_Humidity,IB,PAHU 1-2,Humidity,Airside,Analog
PC100818B:NAE55-1/Field Bus1.FX6 (DDC IB1-2).PAHU IB 1-2.OFFCOIL TEMP.Present Value,IB PAHU 1-2 OffcoilTemp,IB_PAHU_1_2_OffcoilTemp,IB,PAHU 1-2,OffcoilTemp,Airside,Analog
PC100818B:NAE55-1/Field Bus1.FX6 (DDC IB1-2).PAHU IB 1-2.STATUS.Present Value,IB PAHU 1-2 OnOffStatus,IB_PAHU_1_2_OnOffStatus,IB,PAHU 1-2,OnOffStatus,Airside,Binary
PC100818B:NAE55-1/Field Bus1.FX6 (DDC IB1-2).PAHU IB 1-2.AI-3.Present Value,IB PAHU 1-2 StaticPressure,IB_PAHU_1_2_StaticPressure,IB,PAHU 1-2,StaticPressure,Airside,Analog
PC100818B:NAE55-1/Field Bus1.FX6 (DDC IB1-2).PAHU IB 1-2.SA TEMP.Present Value,IB PAHU 1-2 SupplyAirTemp,IB_PAHU_1_2_SupplyAirTemp,IB,PAHU 1-2,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-1/Field Bus1.FX8 (DDC IB1-3).PAHU IB 1-3.RH.Present Value,IB PAHU 1-3 Humidity,IB_PAHU_1_3_Humidity,IB,PAHU 1-3,Humidity,Airside,Analog
PC100818B:NAE55-1/Field Bus1.FX8 (DDC IB1-3).PAHU IB 1-3.OFFCOIL TEMP.Present Value,IB PAHU 1-3 OffcoilTemp,IB_PAHU_1_3_OffcoilTemp,IB,PAHU 1-3,OffcoilTemp,Airside,Analog
PC100818B:NAE55-1/Field Bus1.FX8 (DDC IB1-3).PAHU IB 1-3.STATUS.Present Value,IB PAHU 1-3 OnOffStatus,IB_PAHU_1_3_OnOffStatus,IB,PAHU 1-3,OnOffStatus,Airside,Binary
PC100818B:NAE55-1/Field Bus1.FX8 (DDC IB1-3).PAHU IB 1-3.AV-7.Present Value,IB PAHU 1-3 StaticPressure,IB_PAHU_1_3_StaticPressure,IB,PAHU 1-3,StaticPressure,Airside,Analog
PC100818B:NAE55-1/Field Bus1.FX8 (DDC IB1-3).PAHU IB 1-3.SA TEMP.Present Value,IB PAHU 1-3 SupplyAirTemp,IB_PAHU_1_3_SupplyAirTemp,IB,PAHU 1-3,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-11 FX1.AHU 1.CO2.Present Value,SC AHU 1 CO2Sensor,SC_AHU_1_CO2Sensor,SC,AHU 1,CO2Sensor,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-11 FX1.AHU 1.RH.Present Value,SC AHU 1 Humidity,SC_AHU_1_Humidity,SC,AHU 1,Humidity,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-11 FX1.AHU 1.OFFCOIL TEMP.Present Value,SC AHU 1 OffcoilTemp,SC_AHU_1_OffcoilTemp,SC,AHU 1,OffcoilTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-11 FX1.AHU 1.STATUS.Present Value,SC AHU 1 OnOffStatus,SC_AHU_1_OnOffStatus,SC,AHU 1,OnOffStatus,Airside,Binary
PC100818B:NAE55-2/Field Bus2.DDC 2-11 FX1.AHU 1.RETURN AIR TEMP.Present Value,SC AHU 1 ReturnAirTemp,SC_AHU_1_ReturnAirTemp,SC,AHU 1,ReturnAirTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-11 FX1.AHU 1.STATIC.Present Value,SC AHU 1 StaticPressure,SC_AHU_1_StaticPressure,SC,AHU 1,StaticPressure,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-11 FX1.AHU 1.SUPPLY AIR TEMP.Present Value,SC AHU 1 SupplyAirTemp,SC_AHU_1_SupplyAirTemp,SC,AHU 1,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-9 FX1.AHU 2.CO2.Present Value,SC AHU 2 CO2Sensor,SC_AHU_2_CO2Sensor,SC,AHU 2,CO2Sensor,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-9 FX1.AHU 2.RH.Present Value,SC AHU 2 Humidity,SC_AHU_2_Humidity,SC,AHU 2,Humidity,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-9 FX1.AHU 2.OFFCOIL TEMP.Present Value,SC AHU 2 OffcoilTemp,SC_AHU_2_OffcoilTemp,SC,AHU 2,OffcoilTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-9 FX1.AHU 2.STATUS.Present Value,SC AHU 2 OnOffStatus,SC_AHU_2_OnOffStatus,SC,AHU 2,OnOffStatus,Airside,Binary
PC100818B:NAE55-2/Field Bus2.DDC 2-9 FX1.AHU 2.RETURN AIR TEMP.Present Value,SC AHU 2 ReturnAirTemp,SC_AHU_2_ReturnAirTemp,SC,AHU 2,ReturnAirTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-9 FX1.AHU 2.STATIC.Present Value,SC AHU 2 StaticPressure,SC_AHU_2_StaticPressure,SC,AHU 2,StaticPressure,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-9 FX1.AHU 2.SUPPLY AIR TEMP.Present Value,SC AHU 2 SupplyAirTemp,SC_AHU_2_SupplyAirTemp,SC,AHU 2,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-8 FX1.AHU 3.CO2.Present Value,SC AHU 3 CO2Sensor,SC_AHU_3_CO2Sensor,SC,AHU 3,CO2Sensor,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-8 FX1.AHU 3.RH.Present Value,SC AHU 3 Humidity,SC_AHU_3_Humidity,SC,AHU 3,Humidity,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-8 FX1.AHU 3.OFFCOIL TEMP.Present Value,SC AHU 3 OffcoilTemp,SC_AHU_3_OffcoilTemp,SC,AHU 3,OffcoilTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-8 FX1.AHU 3.STATUS.Present Value,SC AHU 3 OnOffStatus,SC_AHU_3_OnOffStatus,SC,AHU 3,OnOffStatus,Airside,Binary
PC100818B:NAE55-2/Field Bus2.DDC 2-8 FX1.AHU 3.RETURN AIR TEMP.Present Value,SC AHU 3 ReturnAirTemp,SC_AHU_3_ReturnAirTemp,SC,AHU 3,ReturnAirTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-8 FX1.AHU 3.STATIC.Present Value,SC AHU 3 StaticPressure,SC_AHU_3_StaticPressure,SC,AHU 3,StaticPressure,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-8 FX1.AHU 3.SUPPLY AIR TEMP.Present Value,SC AHU 3 SupplyAirTemp,SC_AHU_3_SupplyAirTemp,SC,AHU 3,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-10 FX1.AHU 4.CO2.Present Value,SC AHU 4 CO2Sensor,SC_AHU_4_CO2Sensor,SC,AHU 4,CO2Sensor,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-10 FX1.AHU 4.RH.Present Value,SC AHU 4 Humidity,SC_AHU_4_Humidity,SC,AHU 4,Humidity,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-10 FX1.AHU 4.OFFCOIL TEMP.Present Value,SC AHU 4 OffcoilTemp,SC_AHU_4_OffcoilTemp,SC,AHU 4,OffcoilTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-10 FX1.AHU 4.STATUS.Present Value,SC AHU 4 OnOffStatus,SC_AHU_4_OnOffStatus,SC,AHU 4,OnOffStatus,Airside,Binary
PC100818B:NAE55-2/Field Bus2.DDC 2-10 FX1.AHU 4.RETURN AIR TEMP.Present Value,SC AHU 4 ReturnAirTemp,SC_AHU_4_ReturnAirTemp,SC,AHU 4,ReturnAirTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-10 FX1.AHU 4.STATIC.Present Value,SC AHU 4 StaticPressure,SC_AHU_4_StaticPressure,SC,AHU 4,StaticPressure,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-10 FX1.AHU 4.SUPPLY AIR TEMP.Present Value,SC AHU 4 SupplyAirTemp,SC_AHU_4_SupplyAirTemp,SC,AHU 4,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-3 FX1.AHU BLACKBOX.CO2.Present Value,SC AHU BLACKBOX CO2Sensor,SC_AHU_BLACKBOX_CO2Sensor,SC,AHU BLACKBOX,CO2Sensor,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-3 FX1.AHU BLACKBOX.RH.Present Value,SC AHU BLACKBOX Humidity,SC_AHU_BLACKBOX_Humidity,SC,AHU BLACKBOX,Humidity,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-3 FX1.AHU BLACKBOX.OFFCOIL TEMP.Present Value,SC AHU BLACKBOX OffcoilTemp,SC_AHU_BLACKBOX_OffcoilTemp,SC,AHU BLACKBOX,OffcoilTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-3 FX1.AHU BLACKBOX.STATUS.Present Value,SC AHU BLACKBOX OnOffStatus,SC_AHU_BLACKBOX_OnOffStatus,SC,AHU BLACKBOX,OnOffStatus,Airside,Binary
PC100818B:NAE55-2/Field Bus2.DDC 2-3 FX1.AHU BLACKBOX.RETURN AIR TEMP.Present Value,SC AHU BLACKBOX ReturnAirTemp,SC_AHU_BLACKBOX_ReturnAirTemp,SC,AHU BLACKBOX,ReturnAirTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-3 FX1.AHU BLACKBOX.STATIC.Present Value,SC AHU BLACKBOX StaticPressure,SC_AHU_BLACKBOX_StaticPressure,SC,AHU BLACKBOX,StaticPressure,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-3 FX1.AHU BLACKBOX.SUPPLY AIR TEMP.Present Value,SC AHU BLACKBOX SupplyAirTemp,SC_AHU_BLACKBOX_SupplyAirTemp,SC,AHU BLACKBOX,SupplyAirTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-6 FX1.AHU MPH.CO2.Present Value,SC AHU MPH CO2Sensor,SC_AHU_MPH_CO2Sensor,SC,AHU MPH,CO2Sensor,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-6 FX1.AHU MPH.RH.Present Value,SC AHU MPH Humidity,SC_AHU_MPH_Humidity,SC,AHU MPH,Humidity,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-6 FX1.AHU MPH.OFFCOIL TEMP.Present Value,SC AHU MPH OffcoilTemp,SC_AHU_MPH_OffcoilTemp,SC,AHU MPH,OffcoilTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-6 FX1.AHU MPH.STATUS.Present Value,SC AHU MPH OnOffStatus,SC_AHU_MPH_OnOffStatus,SC,AHU MPH,OnOffStatus,Airside,Binary
PC100818B:NAE55-2/Field Bus2.DDC 2-6 FX1.AHU MPH.RETURN AIR TEMP.Present Value,SC AHU MPH ReturnAirTemp,SC_AHU_MPH_ReturnAirTemp,SC,AHU MPH,ReturnAirTemp,Airside,Analog
PC100818B:NAE55-2/Field Bus2.DDC 2-6 FX1.AHU MPH.STATIC.Present Value,SC AHU MPH StaticPressure,SC_AHU_MPH_StaticPressure,SC,AHU MPH,StaticPressure,Airside,Analog
